title,group,product,random_key,image_url,brand,persian_name,رنگ,برند,نوع کلی,جنس,مدل,سایز,نوع آستین,طرح,ویژگی ها,استایل,نوع یقه / بسته شدن,فصل,اجناس,مدل لباس,گروه,کد محصول,کد,Raqm,ناشن,درجه کیفی,ناهمگونی,پارچه,کشور تولید کننده,اسایل,group_fa,color_fa,title_len,word_count,title_category,char_per_word,title_group_combo,len_ratio,pca1,pca2
پایین تنه پیژامه مردانه رگولار ال سی وایکیکی W4CR41Z8 - LSJ | LC WAIKIKI,مردانه,پایین تنه پیژامه,539a14ac-a088-46ba-9bc0-a19ac6381196,https://image.torob.com/base/images/NZ/di/NZdiq9ayVtow4cnS.jpg,,,نامشخص,ال سی وایکیکی,پایین تنه پیژامه,,,نامشخص,,,,رگولار,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,72,14,Long,4.8,مردانه_Long,12.413793103448276,2.0449727464386007,0.5433646838676901
پیژامه و لباس خواب مردانه نارنجی یو اس پولو | 18714 اورجینال,مردانه,پیژامه و لباس خواب,26320291-6134-48a0-b21a-e2f6b3ec1b51,https://image.torob.com/base/images/dO/gB/dOgBRVw-M6fxY8ps.jpg,,,نارنجی,یو اس پولو,پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺠﻧﺭﺎﻧ,60,12,Medium,4.615384615384615,مردانه_Medium,10.684931506849315,1.750589187206305,0.684573292794094
پیژامه و لباس خواب مردانه قرمز یو اس پولو | USP18666 اورجینال,مردانه,پیژامه و لباس خواب,2db62b23-246a-48e4-889e-2a8045f73a50,https://image.torob.com/base/images/Bo/cw/BocwpRJeDX4Vh5Wg.jpg,,,قرمز,یو اس پولو,پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺰﻣﺮﻗ,61,12,Long,4.6923076923076925,مردانه_Long,10.716216216216216,1.833140418859391,0.6800394305430028
ست تیشرت شلوار مردانه Cat مدل Erpillar (آبی),مردانه,ست تیشرت شلوار,51047239-d075-4238-9aba-c6d084adf52d,https://image.torob.com/base/images/dt/n3/dtn3miZJjYnnEQJM.jpg,,,آبی,Cat,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺑﺁ,44,8,Medium,4.888888888888889,مردانه_Medium,7.471698113207546,-0.48180022230818065,-0.8326421607698272
ست تیشرت شلوارک راحت پنبه ای 30,نامشخص,ست تیشرت شلوارک,2d8ec9a7-74b5-4be8-88cf-39b9de8bb789,https://image.torob.com/base/images/fQ/-R/fQ-RQXSAPCJgS5OA.jpg,,,نامشخص,نامشخص,ست تیشرت شلوارک,پنبه ای,,نامشخص,,,,راحت,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,31,7,Medium,3.875,نامشخص_Medium,6.358974358974359,-2.0856249406491227,1.345038622010584
ست رکابی شلوارک اسکلتی مدل Yung & Cool کد Tit-556d8,نامشخص,ست رکابی شلوارک,0e45fcc0-76fa-46a7-be8f-cdbc0cbca0c1,https://image.torob.com/base/images/fs/2D/fs2DduhYy4FYBTCC.jpg,,,نامشخص,نامشخص,ست رکابی شلوارک,,,نامشخص,,اسکلتی,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,51,10,Medium,4.636363636363637,نامشخص_Medium,9.048387096774192,0.25808605115695415,1.963217255209793
ست سویشرت و شلوار مدل CAT,نامشخص,ست سویشرت و شلوار,ab11c276-e46e-4b44-85f6-f586eaf86465,https://image.torob.com/base/images/us/6M/us6MCbOY5bEHYVmQ.jpg,,,نامشخص,CAT,ست سویشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,25,6,Short,3.5714285714285716,نامشخص_Short,5.46875,-1.9733942184581228,1.8047823584803018
پیژامه مردانه شب بو,مردانه,پیژامه,172cd596-ef7a-49e4-9d17-83a12d19fd04,https://image.torob.com/base/images/iV/Jf/iVJfbzk_3ux7omVY.jpg,,,نامشخص,شب بو,پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,19,4,Short,3.8,مردانه_Short,3.9583333333333335,-0.5836461270612303,0.5608139926581092
ست تیشرت و شلوار مدل جردن(ارسال رایگان ),مردانه,ست تیشرت و شلوار,0525f218-b9a9-4930-8937-727f2a174a25,https://image.torob.com/base/images/G0/mc/G0mcaNffRjfUP2ie.jpg,,,نامشخص,جردن,ست تیشرت و شلوار,,,نامشخص,,,ارسال رایگان,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,40,8,Medium,4.444444444444445,مردانه_Medium,7.346938775510204,-0.8443133603959613,-0.6920332329811776
ست تیشرت شلوار مردانه مدل Raman,مردانه,ست تیشرت شلوار,264b787f-2838-43cd-b683-bada30001057,https://image.torob.com/base/images/Sn/qF/SnqFRzCRqpc3Lgui.webp,,,نامشخص,Raman,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,31,6,Medium,4.428571428571429,مردانه_Medium,5.7105263157894735,-1.0606303759910958,-0.762309240772858
ست شلوارک تیشرت سایز بزرگ,نامشخص,ست شلوارک تیشرت,7a64144f-f39a-4012-8b22-bbd5cf8fb06f,https://image.torob.com/base/images/RR/Nm/RRNmW4ZUy_rT_Nu6.jpg,,,نامشخص,نامشخص,ست شلوارک تیشرت,,,سایز بزرگ,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,25,5,Short,4.166666666666667,نامشخص_Short,4.838709677419355,-1.6149253755907083,1.8691201844234913
ست لباس آستین بلند راسته مردانه | پیر کاردین Pierre Cardin 1037417,مردانه,ست لباس,40537fd8-e766-4962-a4b5-081c86c81b76,https://image.torob.com/base/images/t1/il/t1ilysc_JvVxKPaZ.jpg,,,نامشخص,پیر کاردین,ست لباس,,,نامشخص,آستین بلند,,,راسته,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,66,12,Long,5.076923076923077,مردانه_Long,10.860759493670887,1.7251575422937524,-0.02203538212287709
ست تیشرت و شلوار اسپرت مردانه,مردانه,ست تیشرت و شلوار,29f36d47-6fcc-4e3c-9a6f-a502163d62d6,https://image.torob.com/base/images/Jl/DI/JlDIqd0Y6Mf23CW4.jpg,,,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,اسپرت,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,29,6,Short,4.142857142857143,مردانه_Short,5.638888888888888,-1.1978940638134328,-0.6326916491997729
پیژامه و لباس خواب مردانه مشکی پیرکاردین | PCEP6076 اورجینال,مردانه,پیژامه,21160b20-bcd4-421d-b38f-0c6e5b946e97,https://image.torob.com/base/images/Pt/6M/Pt6MMeT3ZF52xDox.jpg,,,مشکی,پیرکاردین,پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,60,10,Medium,5.454545454545454,مردانه_Medium,9.295774647887324,2.492957001894202,0.6821095711996384
ست پیژامه و لباس خواب مردانه دی اس دامات D’S Damat اورجینال DS224017,مردانه,ست پیژامه,2841dd56-4b42-45c9-a83c-6dad66aa52cc,https://image.torob.com/base/images/cs/nK/csnKunx55PuidBmt.jpg,,,نامشخص,دی اس دامات D’S Damat,ست پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,68,13,Long,4.857142857142857,مردانه_Long,11.609756097560977,1.761358037449987,0.21710836002156206
ست پیراهن و شلوار مردانه مدل مراکشی راه راه کد SETP-9,مردانه,ست پیراهن و شلوار,7be66211-dca3-4f6f-86d7-04d8f1a9117e,https://image.torob.com/base/images/jZ/Lj/jZLjgsNn8gr1SRpk.jpg,,,نامشخص,نامشخص,ست پیراهن و شلوار,,,نامشخص,,راه راه,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,53,11,Medium,4.416666666666667,مردانه_Medium,9.784615384615384,1.1150176923804278,0.2715858955935105
ست تی شرت و شلوار اسپرت مردانه برند کیکمو جنس نخ پنبه کد KMS - 021202,مردانه,ست تی شرت و شلوار,9ef03b02-6579-4fbc-a23d-afe13593c0bf,https://image.torob.com/base/images/IB/ga/IBgaJKQfpJVCMZaJ.jpg,,,نامشخص,کیکمو,ست تی شرت و شلوار,نخ پنبه,,نامشخص,,,,اسپرت,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,69,16,Long,4.0588235294117645,مردانه_Long,13.63953488372093,0.3391160391511496,-0.6923856593801145
ست حلقه ای و شلوارک هیراد,نامشخص,ست حلقه ای و شلوارک,d5ce104b-51d3-4611-945f-35642a0a2284,https://image.torob.com/base/images/yz/W6/yzW6kOsXFjDKP8bB.jpg,,,نامشخص,نامشخص,حلقه ای و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,25,6,Short,3.5714285714285716,نامشخص_Short,5.46875,-2.115541257253734,1.6256872014182704
پیژامه و لباس خواب مردانه بورگوندی پیرکاردین | P,مردانه,پیژامه,7611623b-3b6a-4eff-8dda-16028808f2bf,https://image.torob.com/base/images/OS/cZ/OScZWRdiTMj_UAmA.jpg,,,نامشخص,پیرکاردین,پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,48,9,Medium,4.8,مردانه_Medium,8.275862068965518,0.46924271918153126,0.40421653104292415
ست مردانه تیشرت و شلوارک راحتی لیورجی Livergy آلمان طرح ساحل آبی چهارخونه,مردانه,ست تیشرت و شلوارک,7e83af8f-a8d6-4500-b798-78327277ab4c,https://image.torob.com/base/images/NN/df/NNdfa46FQpCeEKrd.webp,,,آبی,لیورجی Livergy,تیشرت و شلوارک راحتی,,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺑﺁ,73,13,Long,5.214285714285714,مردانه_Long,11.74712643678161,1.66434492279671,-0.43981970876305476
ست دورس و اسلش نیم زیپ BALENCIAGA مشکی سفید,نامشخص,ست دورس و اسلش,fdba2113-aadc-4937-9810-230c20b81017,https://image.torob.com/base/images/JV/lQ/JVlQfNzWlBUC_WSg.jpg,,,مشکی,BALENCIAGA,ست دورس و اسلش,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﯽﮑﺸﻣ,43,9,Medium,4.3,نامشخص_Medium,8.11320754716981,-1.4356775327747464,1.5971781836474312
ست رسمی مردانه ال سی وایکیکی کد W41263Z8 | LCWAIKIKI Formal,مردانه,ست,28a3fb81-7938-40e2-94d6-30437e69da69,https://image.torob.com/base/images/i-/QH/i-QHQrXgjHg0H112.jpg,,,نامشخص,ال سی وایکیکی,,,,نامشخص,,,,رسمی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,59,11,Medium,4.916666666666667,مردانه_Medium,9.971830985915492,0.8244679190069147,-0.8234459373020574
بالا تنه پیژامه مردانه رگولار ال سی وایکیکی S55531Z8 - KDW | LC WAIKIKI,مردانه,بالا تنه پیژامه,6d8308d7-a22e-4593-9b7e-14bee0cd1865,https://image.torob.com/base/images/Rs/2F/Rs2FzaFmKnM8KCqa.jpg,,,نامشخص,ال سی وایکیکی LC WAIKIKI,بالا تنه پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,71,14,Long,4.733333333333333,مردانه_Long,12.383720930232558,0.59883440770371,-1.185665115533876
دشداشه مردانه خنک تترون بروجرد مشکی بزرگسال با دوخت عالی,مردانه بزرگسال,دشداشه,3353c8ef-1dd8-4ba2-b7c2-f0eb19b70fb6,https://image.torob.com/base/images/hW/ka/hWkagEljUCUg_CW6.jpg,,,مشکی,نامشخص,دشداشه,تترون,,نامشخص,,,خنک,,,,,,,,,,,,,,,,ﻝﺎﺴﮔﺭﺰﺑ ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,56,10,Medium,5.090909090909091,مردانه بزرگسال_Medium,9.194029850746269,0.6985539944372029,-0.3491815473761836
ست تی شرت و شلوارک مردانه راحتی نخی آبی مادر Madar مدل Tommy,مردانه,ست تی شرت و شلوارک,df0d4355-eb5c-4c90-9ca9-14dd026c5a88,https://image.torob.com/base/images/91/OQ/91OQuVfimnVWBjJd.jpg,,,آبی,مادر Madar,ست تی شرت و شلوارک,نخی,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺑﺁ,60,13,Medium,4.285714285714286,مردانه_Medium,11.35135135135135,0.4506574345117142,-0.6203340029550993
ست تاپ و شلوارک مردانه طرح 7 مدل N299,مردانه,ست تاپ و شلوارک,9831609e-6cf7-4cac-80af-157c2b666682,https://image.torob.com/base/images/1R/Sq/1RSqEG0w6W9Bdi2F.jpg,,,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,37,9,Medium,3.7,مردانه_Medium,7.872340425531915,-1.539016575276141,-0.9087679996049092
قبا تیتکس.,نامشخص,قبا,2b076f0e-99b6-416a-a963-a2cb85c53fc8,https://image.torob.com/base/images/A0/m_/A0m_DF6FXBxx70XU.jpg,,,نامشخص,نامشخص,قبا,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,10,2,Short,3.3333333333333335,نامشخص_Short,2.3076923076923075,-2.4346774414227315,2.7548123757011265
ست تیشرت شلوار مراکشی,نامشخص,ست تیشرت شلوار,31741a85-5d25-46c2-a411-75765f9f34a2,https://image.torob.com/base/images/9h/oQ/9hoQLYaEkrTUfTf-.jpg,,,نامشخص,نامشخص,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,21,4,Short,4.2,نامشخص_Short,4.038461538461538,-2.083312711293837,1.3336186655218243
ست پیژامه مردانه ال سی وایکیکی کد S55521Z8 - R34 | LC WAIKIKI,مردانه,ست پیژامه,ed95003d-2725-4dbf-8f36-da61dabc8f2b,https://image.torob.com/base/images/Qw/re/QwreOKJRUFkHjVs2.jpg,,,نامشخص,ال سی وایکیکی,ست پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,61,13,Long,4.357142857142857,مردانه_Long,11.386666666666667,1.2075582106620937,0.24807595109384778
ست تیشرت شلوارbalencia,مردانه,ست تیشرت و شلوار,e7956378-1ee1-429b-a636-b9b65847b5b9,https://image.torob.com/base/images/Al/CO/AlCOAu9dtsXSe59r.jpg,,,نامشخص,balencia,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,22,3,Short,5.5,مردانه_Short,3.3846153846153846,-0.16756700409013311,-0.5979823926244053
پیژامه و لباس خواب مردانه آبی سرمه ای پیرکاردین | LNGPP-6009 اورجینال,مردانه,پیژامه و لباس خواب,1ee7d75c-5731-4c00-87d6-648f386b023f,https://image.torob.com/base/images/Sh/b-/Shb-5FtLnKyC4bM5.jpg,,,آبی سرمه ای,پیرکاردین,پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺍ ﻪﻣﺮﺳ ﯽﺑﺁ,69,12,Long,5.3076923076923075,مردانه_Long,10.939024390243903,2.5176090668677875,0.64299908784892
ست پولوشرت و شلوار مردانه پاتر Potter کد 844,مردانه,ست پولوشرت و شلوار,8d531001-9c03-429d-bfa1-0e1e2e9efcbd,https://image.torob.com/base/images/fB/tV/fBtVj0TdP0znWuEl.jpg,,,نامشخص,پاتر Potter,ست پولوشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,44,9,Medium,4.4,مردانه_Medium,8.148148148148147,-0.30312573764214484,-0.04926762381271856
ست هودی و شلوار مردانه Per-Red مدل 2927,مردانه,ست هودی و شلوار,1578e8d6-4a7d-4a3c-bfdd-97e030e4d07c,https://image.torob.com/base/images/H9/YR/H9YRqJFQI_x2bhK9.jpg,,,نامشخص,Per-Red,ست هودی و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,39,8,Medium,4.333333333333333,مردانه_Medium,7.3125,-0.45427213487455675,-0.0687551321955118
کاپشن شلوار مردانه – مدل آترو,مردانه,ست کاپشن و شلوار,2e0c6cb9-f850-4df7-8a30-40d939fcdcfd,https://image.torob.com/base/images/Jv/oJ/JvoJjKkbViAu-ff4.webp,,,نامشخص,نامشخص,کاپشن شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,29,6,Short,4.142857142857143,مردانه_Short,5.638888888888888,-0.542183530014322,0.19345697853798452
ست تیشرت شلوار راحتی مردانه برند هیراد,مردانه,ست تیشرت و شلوار,77a84cd0-64ce-4a93-8bea-70582cabac99,https://image.torob.com/base/images/ts/HJ/tsHJg8BPgoBsDV2U.jpg,,,نامشخص,هیراد,ست تیشرت شلوار,,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,38,7,Medium,4.75,مردانه_Medium,6.608695652173913,-0.6028583793564625,-0.6823667241530664
پایین تنه پیژامه مردانه ال سی وایکیکی کد S50012Z8 - GDX | LC WAIKIKI,مردانه,پیژامه,05cb726e-2946-45ea-8fd5-bde80ca4e9c9,https://image.torob.com/base/images/hC/KY/hCKYVcmw2NDPBt9r.jpg,,,نامشخص,ال سی وایکیکی,پایین تنه پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,68,14,Long,4.533333333333333,مردانه_Long,12.289156626506024,1.761710326877366,0.6359414502050034
ست تاپ شلوارک آیدادس مردانه,مردانه,ست تاپ و شلوارک,00f0804d-477d-4edb-a46b-e812a88c577e,https://image.torob.com/base/images/mf/Zk/mfZkt2il098TuXbz.jpg,,,نامشخص,آیدادس,ست تاپ شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,27,5,Short,4.5,مردانه_Short,4.909090909090909,-1.141283927051437,-0.8481460413106212
ست تیشرت و شلوار مردانه مدل فراری,مردانه,ست تیشرت و شلوار,28bd6882-bf8b-4dcf-9f61-f243656a317b,https://image.torob.com/base/images/7Q/S2/7QS2cSQP_dASYeqo.avif,,,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,فراری,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,33,7,Medium,4.125,مردانه_Medium,6.439024390243903,-1.1659820050200709,-0.6548883836141546
ست تیشرت و شلوار مردانه سیلکا Silka کد 01,مردانه,ست تیشرت و شلوار,8b259897-df15-4e5a-b58a-8159eb118fa4,https://image.torob.com/base/images/iD/ML/iDMLhNLRNpqsZ9IV.jpg,,,نامشخص,سیلکا Silka,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,41,9,Medium,4.1,مردانه_Medium,8.03921568627451,-1.0961431887374202,-0.6994742136142561
پایین تنه پیژامه مردانه ال سی وایکیکی کد W47029Z8 - LRR | LC WAIKIKI,مردانه,پیژامه,da5f0376-b723-4e87-b346-f8b6e16600ae,https://image.torob.com/base/images/yO/TV/yOTVdtThBPP3K1Zn.jpg,,,نامشخص,ال سی وایکیکی,پایین تنه پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,68,14,Long,4.533333333333333,مردانه_Long,12.289156626506024,1.761710326877366,0.6359414502050034
قبا فاستونی دوخت خوب در رنگ های متنوع و با کیفیت لباس روحانیت,نامشخص,قبا,f6c33f2d-b6f0-43de-8502-f87c3a1deceb,https://image.torob.com/base/images/Ve/GL/VeGL4oL4sgh8hOEd.jpg,,,متنوع,نامشخص,قبا,فاستونی,,نامشخص,,,دوخت خوب,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﻉﻮﻨﺘﻣ,61,13,Long,4.357142857142857,نامشخص_Long,11.386666666666667,0.6825846130566916,2.5514845248062157
ست تاپ و شلوارک مردانه مدل ونوم کد Ba119 T,مردانه,ست تاپ و شلوارک,c11f34c6-2a28-4f69-a420-281a1ceaa766,https://image.torob.com/base/images/D5/BF/D5BFMQApcfeErhp_.jpg,,,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,ونوم,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,42,10,Medium,3.8181818181818183,مردانه_Medium,8.716981132075471,-0.1336092549166679,-0.5959505896388325
پایین تنه پیژامه مردانه ال سی وایکیکی کد W49188Z8 - LSJ | LC WAIKIKI,مردانه,پیژامه,8251bf0e-f3e5-4197-bc29-d960763c34cb,https://image.torob.com/base/images/fO/kA/fOkAinP71scLa8MA.jpg,,,نامشخص,ال سی وایکیکی,پایین تنه پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,68,14,Long,4.533333333333333,مردانه_Long,12.289156626506024,1.761710326877366,0.6359414502050034
ست تاپ و شلوارک مردانه مدل N645 DOMINO,مردانه,ست تاپ و شلوارک,9df80c6e-7938-49b6-a086-1ef835d6fdeb,https://image.torob.com/base/images/fu/To/fuTowPKj4-NUu7Tx.jpg,,,نامشخص,DOMINO,ست تاپ و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,38,8,Medium,4.222222222222222,مردانه_Medium,7.276595744680851,-1.2243341614592718,-0.9071246035612631
ست تیشرت و شلوار مردانه کد 19911,مردانه,ست تیشرت و شلوار,6efb4261-369c-4a32-892e-570ecbd0be10,https://image.torob.com/base/images/Hz/lC/HzlC3JWKKVI-Pa-X.jpg,,,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,32,7,Medium,4.0,مردانه_Medium,6.4,-1.248533236673157,-0.6503545213630634
ست لباس راحتی مردانه ناتیکا,مردانه,ست لباس,222606c5-2215-4188-bd36-ffaade550a82,https://image.torob.com/base/images/We/wv/WewvQBBZaW5SmDWn.jpg,,,نامشخص,ناتیکا,ست لباس راحتی,,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,27,5,Short,4.5,مردانه_Short,4.909090909090909,-0.593330019436096,-0.1577630971521455
ست پیژامه خاکستری مردانه لباس خواب بافتنی راه یقه پیراهن آنتراسیت Dagi,مردانه,ست پیژامه,6e6a7a56-79a1-4acf-9671-8afcad0872ae,https://image.torob.com/base/images/D1/n3/D1n3KpUQaoaPyfAw.jpg,,,خاکستری,Dagi,ست پیژامه,بافتنی,,نامشخص,,,,لباس خواب,یقه پیراهن,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺮﺘﺴﮐﺎﺧ,70,12,Long,5.384615384615385,مردانه_Long,10.963855421686747,2.2652017093567367,0.2089145868776727
